ssss,14.96458275,2034.210556
psss,6.851025665,1114.02473
ssps,15.00729597,431.1596133
psps,3.004823422,721.9689235
ppss,8.391316515,1233.884354
pspp,2.944447699,407.6234505
pppp,0.8036291028,338.9225378
