size of matrix is =  225
{
{   2.1000967109945003, -0.21945616107361848, -0.26554813795724119,  -9.9529293332820669E-014,  -3.8674638800871636E-013,   1.2530769057616285E-013,   9.0360809667395390E-014,  -2.7502646719151797E-015,  -1.9700738517826454E-013,  -9.9604745276118782E-003,   1.5317733669869714E-004,  -1.0204784027715984E-002,  -1.3040273535584518E-004,   2.9734889220339386E-004,  -1.0121522838595883E-002},
{ -0.21945616107361848,  0.58506757189201952,  0.56465616477905256,   1.3858934944341099E-013,   9.3059927469587115E-014,  -7.7233250234857723E-014,   1.7122635137806288E-014,   4.3672138274343765E-014,  -3.3366574899211646E-014,   1.0590876520686762E-002,  -5.0534303854579427E-004,   1.1396871124724355E-002,   4.3020793917881691E-004,  -9.8097545625257590E-004,   1.1122186475019103E-002},
{ -0.26554813795724119,  0.56465616477905256,  0.55523664366024694,  -3.4474463340938690E-013,  -1.1110945708165994E-014,   9.3090846193659366E-014,  -2.5441657285248048E-013,  -1.9359006640495084E-014,   7.1368290983190145E-014,   9.0690908566577310E-003,  -1.6386711683769473E-003,   1.1682682058657582E-002,   1.3950312803028666E-003,  -3.1809999840299794E-003,   1.0791964701233055E-002},
{  -9.9529293332820669E-014,   1.3858934944341099E-013,  -3.4474463340938690E-013,  0.57306621754645615,  -9.5442079827924658E-002,   8.1251619792424817E-002,  0.34245869394898165,  -7.7489909372871993E-002,   6.5968602795647951E-002,   2.6847235220045962E-014,   6.9145089011579110E-014,   1.3651273977931007E-013,  -1.9245765464918125E-015,   6.4269215399481961E-014,   3.4680969473978850E-015},
{  -3.8674638800871636E-013,   9.3059927469587115E-014,  -1.1110945708165994E-014,  -9.5442079827924658E-002,  0.74884040944592456, -0.18527283595368141,  -7.7489909373126178E-002,  0.48517065312680097, -0.15042395652974791,   6.4792497634417344E-015,   2.5996506466261262E-014,   1.8367322085648400E-014,  -9.5140587221137355E-015,   1.4191205073740460E-014,  -5.5119020928713724E-015},
{   1.2530769057616285E-013,  -7.7233250234857723E-014,   9.3090846193659366E-014,   8.1251619792424817E-002, -0.18527283595368141,  0.68893619657860483,   6.5968602795648978E-002, -0.15042395652975393,  0.43653411844000140,  -6.1885876561030795E-015,  -2.4410491891794928E-014,  -4.7044027290168570E-014,   2.8586171430386571E-016,  -2.0285046462646152E-014,  -1.9346019408243853E-014},
{   9.0360809667395390E-014,   1.7122635137806288E-014,  -2.5441657285248048E-013,  0.34245869394898165,  -7.7489909373126178E-002,   6.5968602795648978E-002,  0.20568971701964345,  -6.0556272161685618E-002,   5.1552682115054753E-002,   1.2852154968943894E-014,   3.8489107778338932E-014,   7.8379515348832281E-014,   1.8260905806173601E-016,   3.4996205032793078E-014,   7.8702406257590259E-017},
{  -2.7502646719151797E-015,   4.3672138274343765E-014,  -1.9359006640495084E-014,  -7.7489909372871993E-002,  0.48517065312680097, -0.15042395652975393,  -6.0556272161685618E-002,  0.31721526028794500, -0.11755226099614136,   1.7986948075320478E-015,   1.5595651708764079E-014,   9.7508772175947608E-015,  -5.6852517258791322E-015,   7.1480704173161092E-015,  -3.5319387227436371E-015},
{  -1.9700738517826454E-013,  -3.3366574899211646E-014,   7.1368290983190145E-014,   6.5968602795647951E-002, -0.15042395652974791,  0.43653411844000140,   5.1552682115054753E-002, -0.11755226099614136,  0.27920712148229021,  -1.8833468495508119E-015,  -1.4813709520881416E-014,  -2.6160826275155771E-014,   4.8415437360091475E-016,  -1.1263348207994334E-014,  -1.0689558784087975E-014},
{  -9.9604745276118782E-003,   1.0590876520686762E-002,   9.0690908566577310E-003,   2.6847235220045962E-014,   6.4792497634417344E-015,  -6.1885876561030795E-015,   1.2852154968943894E-014,   1.7986948075320478E-015,  -1.8833468495508119E-015,   4.0638383670589648E-004,   1.6189239404044433E-004,   1.4817429171387397E-004,  -1.3782200960062488E-004,   3.1426665289133459E-004,   2.3617264563008188E-004},
