size of matrix is =  225
{
{0.11992820802443173,  0.18710628732898638,   7.9070433272172003E-002,   1.0291263464658643E-016,  -1.9342638770629359E-016,  -1.2691097674123906E-017,  -3.6856265576305986E-016,   7.8872890665362818E-017,   6.6417883518119394E-016,   8.6327829152002642E-004,   9.8753925140973094E-014,   8.6327829152036773E-004,   5.9779720429925277E-016,   3.6744136906555180E-015,   8.6327829152083870E-004},
{  0.18710628732898638,  0.29191433220535767,  0.12336193003097749,   1.6055939887006781E-016,  -3.0177465228037769E-016,  -1.9800047103606424E-017,  -5.7501392961603155E-016,   1.2305373344938736E-016,   1.0362202355923413E-015,   1.3468457397872297E-003,   1.5407117805452323E-013,   1.3468457397877620E-003,   9.3265477167218555E-016,   5.7326455143004742E-015,   1.3468457397884969E-003},
{   7.9070433272172003E-002,  0.12336193003097749,   5.2132300822633183E-002,   6.7851815221224616E-017,  -1.2752886526155722E-016,  -8.3674275495553210E-018,  -2.4299878534990406E-016,   5.2002058073513347E-017,   4.3790288484327893E-016,   5.6917208777974111E-004,   6.5109916814846718E-014,   5.6917208777996608E-004,   3.9413649825573651E-016,   2.4225950452135853E-015,   5.6917208778027660E-004},
{   1.0291263464658643E-016,   1.6055939887006781E-016,   6.7851815221224616E-017,   8.8311253410408553E-032,  -1.6598279501492697E-031,  -1.0890467886714220E-032,  -3.1627049683917857E-031,   6.7682300221738035E-032,   5.6994426024503625E-031,   7.4079522138303706E-019,   8.4742587130784963E-029,   7.4079522138332980E-019,   5.1298094328455886E-031,   3.1530829978699537E-030,   7.4079522138373396E-019},
{  -1.9342638770629359E-016,  -3.0177465228037769E-016,  -1.2752886526155722E-016,  -1.6598279501492697E-031,   3.1196803552241426E-031,   2.0468855655989139E-032,   5.9443682451391018E-031,  -1.2721025837596610E-031,  -1.0712218167547395E-030,  -1.3923396694125714E-018,  -1.5927541423736426E-028,  -1.3923396694131218E-018,  -9.6415810519714931E-031,  -5.9262835560526179E-030,  -1.3923396694138814E-018},
{  -1.2691097674123906E-017,  -1.9800047103606424E-017,  -8.3674275495553210E-018,  -1.0890467886714220E-032,   2.0468855655989139E-032,   1.3430031418575129E-033,   3.9002205906141841E-032,  -8.3465231054790308E-033,  -7.0285036433240049E-032,  -9.1354230152421891E-020,  -1.0450383027585044E-029,  -9.1354230152458002E-020,  -6.3260369132960438E-032,  -3.8883548592460716E-031,  -9.1354230152507848E-020},
{  -3.6856265576305986E-016,  -5.7501392961603155E-016,  -2.4299878534990406E-016,  -3.1627049683917857E-031,   5.9443682451391018E-031,   3.9002205906141841E-032,   1.1326645620807310E-030,  -2.4239169858531968E-031,  -2.0411504468250506E-030,  -2.6530217121263086E-018,  -3.0348997551575744E-028,  -2.6530217121273571E-018,  -1.8371468135284769E-030,  -1.1292186304695360E-029,  -2.6530217121288046E-018},
{   7.8872890665362818E-017,   1.2305373344938736E-016,   5.2002058073513347E-017,   6.7682300221738035E-032,  -1.2721025837596610E-031,  -8.3465231054790308E-033,  -2.4239169858531968E-031,   5.1872140711407527E-032,   4.3680886684158864E-031,   5.6775011836222164E-019,   6.4947251932861541E-029,   5.6775011836244602E-019,   3.9315182233982132E-031,   2.4165426471088824E-030,   5.6775011836275580E-019},
{   6.6417883518119394E-016,   1.0362202355923413E-015,   4.3790288484327893E-016,   5.6994426024503625E-031,  -1.0712218167547395E-030,  -7.0285036433240049E-032,  -2.0411504468250506E-030,   4.3680886684158864E-031,   3.6783133206891578E-030,   4.7809533682198889E-018,   5.4691275764197454E-028,   4.7809533682217786E-018,   3.3106827606826761E-030,   2.0349406075810311E-029,   4.7809533682243871E-018},
{   8.6327829152002642E-004,   1.3468457397872297E-003,   5.6917208777974111E-004,   7.4079522138303706E-019,  -1.3923396694125714E-018,  -9.1354230152421891E-020,  -2.6530217121263086E-018,   5.6775011836222164E-019,   4.7809533682198889E-018,   6.2141294436577741E-006,   7.1085961493920017E-016,   6.2141294436602305E-006,   4.3031189884682886E-018,   2.6449503627709368E-017,   6.2141294436636212E-006},
{   9.8753925140973094E-014,   1.5407117805452323E-013,   6.5109916814846718E-014,   8.4742587130784963E-029,  -1.5927541423736426E-028,  -1.0450383027585044E-029,  -3.0348997551575744E-028,   6.4947251932861541E-029,   5.4691275764197454E-028,   7.1085961493920017E-016,   8.1318131000191169E-026,   7.1085961493948120E-016,   4.9225133382152139E-028,   3.0256666093938420E-027,   7.1085961493986903E-016},
{   8.6327829152036773E-004,   1.3468457397877620E-003,   5.6917208777996608E-004,   7.4079522138332980E-019,  -1.3923396694131218E-018,  -9.1354230152458002E-020,  -2.6530217121273571E-018,   5.6775011836244602E-019,   4.7809533682217786E-018,   6.2141294436602305E-006,   7.1085961493948120E-016,   6.2141294436626869E-006,   4.3031189884699896E-018,   2.6449503627719824E-017,   6.2141294436660768E-006},
